State,Account_length,Area_code,International_plan,Voice_mail_plan,Num_vmail_messages,Total_day_minutes,Total_day_calls,Total_eve_minutes,Total_eve_calls,Total_night_minutes,Total_night_calls,Total_intl_minutes,Total_intl_calls,Customer_service_calls,Total_day_charge,Total_eve_charge,Total_night_charge,Total_intl_charge,Churn
KY,116,510,no,no,13,292.4,11,234.5,157,207.0,122,8.4,2,1,49.71,19.93,9.32,2.27,0
TX,239,408,no,no,22,179.4,1,281.9,149,174.1,41,16.7,1,1,30.5,23.96,7.83,4.51,0
FL,112,415,yes,yes,30,276.4,92,144.0,72,218.5,116,7.9,17,4,46.99,12.24,9.83,2.13,0
KY,151,408,no,no,12,225.8,148,258.1,54,194.3,116,12.5,3,1,38.39,21.94,8.74,3.38,0
OH,45,510,no,no,11,192.5,6,233.2,45,283.7,42,12.5,2,6,32.72,19.82,12.77,3.38,1
FL,145,408,no,no,34,90.4,11,169.6,96,180.8,51,8.8,11,0,15.37,14.42,8.14,2.38,0
OH,104,510,no,no,17,103.1,83,193.2,153,224.1,122,7.5,15,8,17.53,16.42,10.08,2.03,1
KY,85,510,no,yes,20,180.2,56,189.7,136,258.7,147,9.7,10,0,30.63,16.12,11.64,2.62,0
KY,194,415,no,no,44,153.3,77,181.8,14,235.4,55,11.9,9,0,26.06,15.45,10.59,3.21,1
TX,229,415,no,yes,46,192.2,73,132.6,146,229.3,66,10.8,18,8,32.67,11.27,10.32,2.92,1
KY,134,510,yes,no,41,254.1,22,258.7,143,172.6,58,14.9,9,6,43.2,21.99,7.77,4.02,1
FL,108,415,no,yes,0,226.7,29,152.7,24,206.3,47,8.4,2,3,38.54,12.98,9.28,2.27,0
FL,18,408,no,no,37,142.4,110,147.5,98,224.9,34,8.5,5,2,24.21,12.54,10.12,2.3,0
FL,94,415,no,no,40,229.9,57,260.0,76,209.2,135,12.4,13,4,39.08,22.1,9.41,3.35,0
TX,150,415,no,no,41,130.6,94,129.9,6,280.0,75,5.5,11,1,22.2,11.04,12.6,1.48,0
TX,33,408,no,no,46,118.3,51,184.9,33,191.0,31,8.5,7,5,20.11,15.72,8.59,2.3,0
KY,158,415,no,no,8,200.6,55,150.3,57,201.8,44,9.6,1,5,34.1,12.78,9.08,2.59,0
IN,209,510,yes,no,22,136.0,9,281.8,77,339.5,84,10.0,8,0,23.12,23.95,15.28,2.7,0
IN,126,408,no,no,13,145.3,146,257.2,22,244.8,122,8.6,13,8,24.7,21.86,11.02,2.32,0
TX,235,510,no,no,10,233.7,146,158.9,150,147.7,101,5.1,0,0,39.73,13.51,6.65,1.38,0
KY,160,408,no,no,6,215.5,107,150.1,144,226.9,26,13.8,2,5,36.64,12.76,10.21,3.73,1
IN,170,510,no,no,30,159.9,86,238.4,140,242.8,118,13.7,19,6,27.18,20.26,10.93,3.7,0
KY,206,510,no,no,23,92.2,83,221.7,121,156.7,2,5.5,5,7,15.67,18.84,7.05,1.48,0
KY,122,415,no,yes,25,140.3,3,182.3,26,183.7,56,11.8,19,1,23.85,15.5,8.27,3.19,0
KY,138,510,no,no,29,284.9,96,177.7,65,135.7,147,9.6,12,7,48.43,15.1,6.11,2.59,1
CA,239,415,no,no,33,232.2,111,188.3,100,215.9,120,11.5,10,1,39.47,16.01,9.72,3.11,0
FL,115,408,no,no,45,256.9,140,245.1,157,112.4,168,10.8,14,1,43.67,20.83,5.06,2.92,0
KY,164,510,no,no,37,193.8,66,278.5,131,157.4,0,6.1,17,8,32.95,23.67,7.08,1.65,0
CA,162,510,no,no,4,161.0,139,291.1,93,125.3,73,12.2,18,6,27.37,24.74,5.64,3.29,0
TX,201,408,no,yes,4,228.9,92,163.3,66,217.7,108,8.5,18,7,38.91,13.88,9.8,2.3,0
IN,234,408,no,no,18,249.2,94,202.9,141,181.7,131,3.0,5,0,42.36,17.25,8.18,0.81,0
FL,28,510,no,yes,50,154.1,40,267.2,10,221.4,70,10.5,14,5,26.2,22.71,9.96,2.84,0
IN,11,408,no,no,37,141.5,163,156.5,39,100.9,9,5.8,13,0,24.06,13.3,4.54,1.57,0
FL,206,415,no,yes,27,97.9,1,165.9,130,157.8,126,13.1,4,4,16.64,14.1,7.1,3.54,1
IN,167,408,no,no,25,140.1,21,239.8,0,242.7,156,9.2,10,1,23.82,20.38,10.92,2.48,0
FL,47,408,no,no,41,216.1,149,176.6,8,137.9,14,10.2,19,8,36.74,15.01,6.21,2.75,0
IN,127,510,no,yes,22,147.8,40,126.2,111,255.2,18,11.4,12,2,25.13,10.73,11.48,3.08,0
IN,147,415,no,no,45,230.3,94,158.7,72,191.8,109,10.3,12,6,39.15,13.49,8.63,2.78,1
IN,118,408,no,no,48,286.2,115,249.5,123,154.8,45,8.4,3,1,48.65,21.21,6.97,2.27,0
IN,143,415,yes,no,29,181.3,119,212.5,75,158.3,17,13.0,8,3,30.82,18.06,7.12,3.51,0
TX,126,415,no,no,2,179.1,13,121.9,128,211.6,105,9.7,12,2,30.45,10.36,9.52,2.62,0
KY,156,415,no,yes,27,209.6,92,169.6,143,318.5,2,7.0,7,0,35.63,14.42,14.33,1.89,0
OH,152,510,no,yes,32,149.0,34,291.1,93,346.8,69,11.0,19,5,25.33,24.74,15.61,2.97,1
CA,72,408,no,no,41,145.0,8,196.5,71,127.9,21,9.8,10,4,24.65,16.7,5.76,2.65,0
OH,107,510,no,no,2,146.7,117,187.8,45,236.3,54,9.9,18,5,24.94,15.96,10.63,2.67,0
OH,137,408,no,no,4,118.1,95,200.4,137,290.0,117,10.3,0,0,20.08,17.03,13.05,2.78,0
FL,175,408,no,yes,18,228.6,58,210.3,160,132.8,40,10.2,8,7,38.86,17.88,5.98,2.75,1
KY,33,510,no,yes,41,153.2,55,180.5,101,166.3,109,13.9,1,3,26.04,15.34,7.48,3.75,0
FL,190,415,no,no,47,240.0,9,267.0,40,215.7,116,7.8,3,6,40.8,22.7,9.71,2.11,0
KY,225,415,yes,yes,0,208.6,24,176.5,21,202.2,135,4.4,3,7,35.46,15.0,9.1,1.19,1
KY,19,408,no,no,37,178.8,10,249.7,143,125.2,64,10.0,0,2,30.4,21.22,5.63,2.7,0
IN,195,510,no,yes,8,223.7,100,291.1,82,240.4,130,12.2,17,3,38.03,24.74,10.82,3.29,0
TX,74,415,no,yes,4,129.1,8,218.9,74,223.5,156,5.8,13,8,21.95,18.61,10.06,1.57,1
IN,168,415,no,no,45,137.9,134,147.6,13,250.8,69,11.0,12,8,23.44,12.55,11.29,2.97,0
TX,175,408,no,no,41,218.5,70,209.4,153,228.8,17,6.2,7,6,37.15,17.8,10.3,1.67,1
FL,234,408,no,no,33,61.4,161,171.8,147,228.5,116,12.3,5,2,10.44,14.6,10.28,3.32,0
TX,193,510,no,yes,36,180.8,82,244.9,132,201.6,0,10.0,16,3,30.74,20.82,9.07,2.7,0
FL,157,408,no,no,32,211.9,19,210.4,10,265.3,21,7.6,10,6,36.02,17.88,11.94,2.05,1
OH,178,415,no,no,24,250.8,113,194.0,46,128.3,94,5.7,14,5,42.64,16.49,5.77,1.54,1
OH,98,415,yes,no,41,261.8,88,149.6,9,140.7,150,15.9,6,5,44.51,12.72,6.33,4.29,1
TX,141,415,no,no,28,173.0,4,107.0,60,259.2,135,16.2,7,3,29.41,9.1,11.66,4.37,0
TX,129,415,no,no,24,221.6,111,159.4,110,184.7,156,7.1,10,7,37.67,13.55,8.31,1.92,1
FL,162,510,no,no,8,136.6,54,232.6,44,151.0,171,7.0,1,8,23.22,19.77,6.8,1.89,0
IN,93,510,no,no,2,156.1,88,259.1,46,245.6,114,10.2,19,6,26.54,22.02,11.05,2.75,1
FL,176,408,no,no,14,253.9,14,184.5,161,236.5,61,9.0,10,7,43.16,15.68,10.64,2.43,0
IN,239,408,no,yes,3,177.8,3,152.8,117,92.6,18,9.1,13,1,30.23,12.99,4.17,2.46,0
OH,205,408,no,no,44,188.6,77,209.5,140,236.8,58,10.8,12,3,32.06,17.81,10.66,2.92,0
KY,48,510,no,no,37,124.2,119,234.4,22,165.9,123,15.2,7,2,21.11,19.92,7.47,4.1,0
TX,177,415,no,no,19,202.8,112,238.9,35,226.5,79,13.7,11,5,34.48,20.31,10.19,3.7,1
IN,64,408,no,no,48,220.7,20,209.7,75,195.8,146,9.1,8,1,37.52,17.82,8.81,2.46,0
FL,61,415,no,no,22,219.0,136,303.5,108,233.2,21,11.9,9,6,37.23,25.8,10.49,3.21,1
OH,157,408,no,no,36,114.6,65,263.4,83,199.4,82,5.0,10,7,19.48,22.39,8.97,1.35,0
IN,39,408,no,no,46,234.0,106,138.9,79,132.6,67,10.4,10,3,39.78,11.81,5.97,2.81,0
FL,128,408,no,no,7,126.1,162,126.6,13,113.1,4,9.4,15,7,21.44,10.76,5.09,2.54,0
TX,88,408,no,no,36,178.6,111,143.5,65,127.3,4,12.6,17,7,30.36,12.2,5.73,3.4,0
TX,26,408,no,no,44,92.6,116,258.4,15,139.9,152,11.7,8,2,15.74,21.96,6.3,3.16,0
CA,17,415,no,no,32,170.3,127,114.5,42,223.7,23,10.8,2,0,28.95,9.73,10.07,2.92,0
KY,71,408,no,yes,32,125.8,101,222.9,101,251.9,128,11.2,3,2,21.39,18.95,11.34,3.02,1
CA,13,415,no,no,6,155.8,77,191.5,112,183.2,113,8.8,19,0,26.49,16.28,8.24,2.38,0
OH,69,510,no,yes,21,183.2,36,137.8,8,151.6,27,12.6,18,1,31.14,11.71,6.82,3.4,0
IN,26,408,yes,no,4,224.7,5,212.4,148,201.6,46,11.2,9,7,38.2,18.05,9.07,3.02,1
OH,49,415,no,no,45,222.8,81,191.2,81,93.4,84,9.6,12,3,37.88,16.25,4.2,2.59,0
FL,195,510,no,no,14,53.8,85,240.3,109,233.4,18,10.3,0,8,9.15,20.43,10.5,2.78,1
TX,7,510,no,no,20,216.6,81,118.7,97,196.1,86,12.3,11,6,36.82,10.09,8.82,3.32,0
CA,58,510,no,no,24,191.1,50,155.3,83,204.0,141,12.5,10,2,32.49,13.2,9.18,3.38,0
CA,49,415,no,no,16,149.7,65,156.3,42,171.0,69,9.1,4,0,25.45,13.29,7.69,2.46,0
CA,103,408,no,no,49,132.5,95,233.1,65,166.3,113,7.6,1,0,22.52,19.81,7.48,2.05,0
OH,53,408,no,no,6,176.6,144,188.1,131,110.9,7,8.8,16,0,30.02,15.99,4.99,2.38,0
TX,193,415,no,yes,49,192.5,64,259.0,122,246.9,36,8.9,16,2,32.72,22.02,11.11,2.4,0
IN,241,408,no,no,18,200.4,8,180.1,108,131.9,85,10.3,19,4,34.07,15.31,5.94,2.78,0
FL,62,415,no,no,51,169.3,140,211.0,101,161.1,71,13.2,14,7,28.78,17.94,7.25,3.56,1
IN,17,408,no,yes,6,43.7,100,274.2,134,148.8,124,8.7,3,7,7.43,23.31,6.7,2.35,0
OH,171,510,yes,no,39,153.3,157,111.4,85,245.0,9,11.0,10,1,26.06,9.47,11.02,2.97,1
FL,25,408,yes,no,44,116.1,30,201.4,83,168.4,66,9.5,0,8,19.74,17.12,7.58,2.57,1
CA,131,415,yes,no,49,291.0,150,198.4,3,252.0,140,10.1,9,8,49.47,16.86,11.34,2.73,1
KY,207,415,no,no,23,183.2,62,160.6,123,231.5,38,10.8,17,6,31.14,13.65,10.42,2.92,1
OH,29,510,yes,no,10,220.0,155,191.8,19,149.0,63,13.2,14,4,37.4,16.3,6.7,3.56,0
OH,117,415,no,no,40,214.3,58,215.6,34,194.5,29,10.7,18,4,36.43,18.33,8.75,2.89,0
TX,235,408,no,yes,0,196.8,9,162.7,96,108.4,131,3.0,3,7,33.46,13.83,4.88,0.81,1
IN,160,408,no,no,31,157.5,88,202.8,13,221.6,44,9.5,5,7,26.78,17.24,9.97,2.57,0
OH,26,510,no,no,39,150.6,123,149.0,149,164.6,133,14.2,1,4,25.6,12.66,7.41,3.83,0
OH,124,415,no,no,43,70.9,99,189.8,47,143.0,15,13.1,12,5,12.05,16.13,6.44,3.54,0
CA,144,510,no,yes,1,187.7,89,246.4,157,185.2,21,12.1,1,5,31.91,20.94,8.33,3.27,1
CA,25,408,no,yes,14,196.2,25,248.8,28,174.9,20,13.2,12,5,33.35,21.15,7.87,3.56,0
FL,54,510,no,yes,20,177.4,76,258.6,35,215.3,157,12.2,14,4,30.16,21.98,9.69,3.29,0
KY,156,415,no,no,23,187.7,16,194.9,41,302.6,23,13.1,17,8,31.91,16.57,13.62,3.54,0
TX,73,510,no,no,49,114.9,67,183.7,28,271.4,63,7.0,10,0,19.53,15.61,12.21,1.89,1
KY,120,415,no,yes,16,164.1,22,236.9,134,135.5,140,9.8,4,2,27.9,20.14,6.1,2.65,0
FL,56,415,no,no,46,144.9,162,258.3,159,282.9,25,10.4,13,6,24.63,21.96,12.73,2.81,0
CA,65,408,no,no,51,215.9,8,204.2,140,202.5,97,10.1,15,8,36.7,17.36,9.11,2.73,0
IN,93,408,no,no,51,182.2,44,275.6,140,62.7,19,8.4,13,1,30.97,23.43,2.82,2.27,0
CA,86,408,no,no,8,145.5,164,235.5,141,187.7,60,10.4,8,3,24.74,20.02,8.45,2.81,0
TX,80,415,no,yes,34,171.4,146,171.4,133,115.9,123,5.4,5,7,29.14,14.57,5.22,1.46,1
CA,169,510,yes,no,19,123.9,74,177.5,143,176.3,133,11.2,8,4,21.06,15.09,7.93,3.02,0
TX,108,415,no,yes,18,162.3,26,198.0,40,303.1,170,8.2,4,7,27.59,16.83,13.64,2.21,1
TX,179,408,no,no,17,211.5,140,121.5,111,129.2,8,4.1,10,1,35.96,10.33,5.81,1.11,0
TX,118,408,no,no,19,108.1,139,172.3,84,127.6,127,10.0,11,7,18.38,14.65,5.74,2.7,0
FL,233,510,no,no,29,176.7,8,257.0,107,194.7,100,14.2,16,5,30.04,21.85,8.76,3.83,0
TX,199,408,no,no,39,139.5,91,267.3,143,155.8,164,4.9,5,4,23.72,22.72,7.01,1.32,0
TX,206,408,no,no,0,108.1,76,214.3,4,186.2,15,9.3,19,1,18.38,18.22,8.38,2.51,0
IN,157,408,no,no,23,280.7,83,222.7,151,205.9,3,5.6,5,6,47.72,18.93,9.27,1.51,0
KY,83,510,yes,no,23,247.7,76,184.5,9,120.0,31,10.7,14,0,42.11,15.68,5.4,2.89,0
OH,147,415,no,yes,46,147.7,154,168.0,34,212.3,83,12.4,16,5,25.11,14.28,9.55,3.35,0
KY,194,408,no,no,18,164.4,28,228.5,30,158.9,92,7.8,2,2,27.95,19.42,7.15,2.11,0
TX,169,510,no,no,29,70.8,149,178.0,119,257.9,127,8.9,18,5,12.04,15.13,11.61,2.4,0
IN,173,408,no,no,25,94.0,72,284.5,78,152.8,16,9.6,1,0,15.98,24.18,6.88,2.59,0
CA,15,510,yes,no,41,119.1,87,220.4,138,161.6,40,13.3,8,0,20.25,18.73,7.27,3.59,0
IN,131,408,no,no,43,178.2,105,222.3,8,149.7,44,6.2,8,1,30.29,18.9,6.74,1.67,0
TX,139,510,no,no,37,173.8,146,147.0,43,177.6,15,8.8,6,6,29.55,12.5,7.99,2.38,1
IN,181,408,no,no,28,197.9,37,84.1,115,122.2,19,14.2,15,3,33.64,7.15,5.5,3.83,0
IN,174,415,no,no,12,216.6,94,222.3,143,228.2,41,8.0,5,3,36.82,18.9,10.27,2.16,0
TX,30,408,no,yes,3,195.0,38,175.2,119,171.5,9,8.9,8,3,33.15,14.89,7.72,2.4,0
FL,57,510,no,no,44,121.6,142,249.2,52,243.8,51,10.5,12,4,20.67,21.18,10.97,2.84,0
IN,232,408,no,no,16,197.5,53,154.4,64,203.2,150,16.3,1,1,33.58,13.12,9.14,4.4,0
OH,146,415,no,no,32,214.3,159,173.4,69,292.5,32,7.0,13,6,36.43,14.74,13.16,1.89,0
OH,179,408,no,no,4,156.9,109,256.0,45,186.1,126,12.0,4,2,26.67,21.76,8.37,3.24,0
IN,128,510,yes,no,27,80.3,111,221.8,120,180.7,152,6.8,10,2,13.65,18.85,8.13,1.84,0
FL,48,510,no,no,23,243.9,51,149.9,120,231.8,49,7.3,14,1,41.46,12.74,10.43,1.97,0
CA,194,415,no,no,16,184.8,161,201.7,32,87.9,100,8.6,5,5,31.42,17.14,3.96,2.32,0
TX,224,510,no,yes,49,30.3,34,295.2,80,174.1,99,11.3,5,3,5.15,25.09,7.83,3.05,1
OH,136,408,no,no,38,291.8,36,207.2,54,195.3,87,8.5,15,3,49.61,17.61,8.79,2.3,0
CA,22,408,no,no,47,154.1,77,192.6,97,239.1,78,10.4,19,7,26.2,16.37,10.76,2.81,0
IN,6,408,no,yes,39,311.7,60,244.8,109,250.2,97,8.1,3,1,52.99,20.81,11.26,2.19,0
CA,204,510,no,no,43,200.4,110,217.6,167,260.4,67,10.2,4,6,34.07,18.5,11.72,2.75,0
KY,239,408,no,no,45,169.1,113,272.2,152,184.1,77,6.5,5,1,28.75,23.14,8.28,1.76,0
OH,185,408,no,no,50,189.9,8,237.8,149,160.2,131,6.6,12,5,32.28,20.21,7.21,1.78,0
IN,104,408,no,yes,10,141.7,18,245.3,124,203.2,27,8.6,13,4,24.09,20.85,9.14,2.32,0
TX,36,415,no,yes,11,183.3,120,274.6,90,185.6,28,11.6,12,7,31.16,23.34,8.35,3.13,0
FL,79,510,yes,no,12,288.6,104,185.0,37,109.6,81,10.5,9,5,49.06,15.73,4.93,2.84,1
IN,220,510,no,yes,7,131.5,155,170.1,136,208.9,121,7.9,16,6,22.36,14.46,9.4,2.13,1
TX,116,510,no,no,0,208.8,79,132.7,36,150.6,104,6.9,17,5,35.5,11.28,6.78,1.86,1
FL,57,415,no,yes,8,141.1,25,189.5,4,187.7,71,12.8,6,7,23.99,16.11,8.45,3.46,1
FL,49,510,no,no,27,170.9,39,134.6,81,184.4,109,13.7,3,1,29.05,11.44,8.3,3.7,0
IN,173,415,no,yes,1,286.7,24,218.3,149,315.6,112,11.4,15,6,48.74,18.56,14.2,3.08,1
CA,82,415,no,no,13,208.4,98,169.3,109,248.6,140,11.0,9,4,35.43,14.39,11.19,2.97,0
CA,66,510,no,no,12,220.3,117,248.1,139,234.6,42,4.2,19,8,37.45,21.09,10.56,1.13,0
FL,77,408,yes,yes,47,183.8,68,238.9,59,252.5,8,11.6,18,8,31.25,20.31,11.36,3.13,0
CA,45,408,no,no,1,325.6,70,180.5,149,181.3,39,14.3,2,7,55.35,15.34,8.16,3.86,0
KY,79,510,no,no,3,128.7,150,248.8,5,132.8,45,12.9,18,7,21.88,21.15,5.98,3.48,0
FL,20,510,no,no,11,94.7,88,207.5,26,83.3,57,12.7,12,3,16.1,17.64,3.75,3.43,0
FL,192,415,no,no,47,271.0,64,111.4,54,229.2,139,5.5,7,7,46.07,9.47,10.31,1.48,1
TX,221,510,no,yes,9,159.4,149,150.6,142,229.9,100,8.1,17,1,27.1,12.8,10.35,2.19,0
CA,123,415,no,yes,2,202.2,63,163.8,63,159.0,24,9.6,18,4,34.37,13.92,7.15,2.59,0
FL,234,510,no,no,3,272.7,57,200.5,16,165.6,88,8.1,17,3,46.36,17.04,7.45,2.19,0
KY,221,408,no,no,5,202.9,155,178.5,2,156.7,143,6.9,18,4,34.49,15.17,7.05,1.86,1
TX,67,408,no,no,22,300.5,111,173.6,9,156.8,123,11.1,3,4,51.08,14.76,7.06,3.0,1
IN,83,510,yes,no,4,187.4,122,229.0,62,172.8,98,12.7,12,4,31.86,19.46,7.78,3.43,0
FL,3,415,no,no,49,141.8,96,239.3,88,218.1,123,6.2,11,6,24.11,20.34,9.81,1.67,0
KY,182,408,no,yes,2,52.9,105,169.1,84,257.4,23,12.8,14,0,8.99,14.37,11.58,3.46,0
OH,206,415,no,no,9,196.2,3,157.5,103,198.7,106,10.6,14,1,33.35,13.39,8.94,2.86,0
KY,64,510,no,no,42,59.2,128,263.2,136,268.4,13,14.4,9,6,10.06,22.37,12.08,3.89,0
KY,40,510,no,no,18,197.5,25,336.3,151,328.1,21,12.1,18,0,33.58,28.59,14.76,3.27,0
TX,59,408,no,no,13,258.8,32,152.9,31,221.6,127,10.4,7,8,44.0,13.0,9.97,2.81,0
IN,183,510,no,no,20,179.1,26,244.6,2,196.7,30,10.4,18,2,30.45,20.79,8.85,2.81,0
OH,62,408,yes,no,42,190.3,41,193.0,160,74.4,84,10.0,8,5,32.35,16.4,3.35,2.7,0
CA,132,415,no,no,27,229.4,70,233.8,108,232.6,57,14.9,6,3,39.0,19.87,10.47,4.02,0
CA,60,408,no,no,20,216.2,63,152.4,139,203.4,68,11.7,7,2,36.75,12.95,9.15,3.16,0
KY,116,408,yes,no,35,242.7,24,137.4,92,204.7,146,9.0,8,7,41.26,11.68,9.21,2.43,1
TX,75,415,no,yes,23,179.0,71,143.9,102,188.0,105,11.5,16,1,30.43,12.23,8.46,3.11,0
TX,122,408,yes,yes,37,58.4,104,171.8,96,176.5,84,11.3,14,2,9.93,14.6,7.94,3.05,0
CA,223,408,no,no,16,243.5,131,188.3,159,146.1,1,8.9,15,7,41.4,16.01,6.57,2.4,0
OH,107,510,no,no,21,167.1,11,247.3,147,243.6,46,7.8,6,2,28.41,21.02,10.96,2.11,0
IN,96,415,no,no,18,132.6,57,158.3,67,53.7,114,13.2,9,7,22.54,13.46,2.42,3.56,0
OH,91,408,no,no,44,198.1,94,168.1,144,223.9,52,9.3,18,6,33.68,14.29,10.08,2.51,0
FL,158,415,no,no,9,190.1,138,304.0,146,118.2,24,9.1,5,1,32.32,25.84,5.32,2.46,0
FL,235,415,no,no,10,139.5,100,202.7,131,269.1,34,11.6,11,0,23.72,17.23,12.11,3.13,0
IN,130,408,yes,no,37,110.6,107,214.3,92,182.0,156,8.6,14,0,18.8,18.22,8.19,2.32,0
CA,62,510,no,no,1,205.3,58,237.3,16,230.2,86,10.6,9,1,34.9,20.17,10.36,2.86,0
IN,49,415,no,yes,32,134.1,116,173.8,21,210.3,109,9.0,17,6,22.8,14.77,9.46,2.43,0
TX,137,408,no,yes,42,186.2,163,199.1,169,264.5,144,3.0,3,8,31.65,16.92,11.9,0.81,0
FL,92,415,no,no,30,200.2,108,183.9,10,299.6,79,11.0,10,6,34.03,15.63,13.48,2.97,1
KY,159,510,no,no,47,232.3,21,195.8,28,262.6,130,10.7,4,2,39.49,16.64,11.82,2.89,0
KY,124,510,no,yes,34,294.4,64,242.2,19,233.4,21,11.0,12,7,50.05,20.59,10.5,2.97,0
CA,226,510,yes,yes,36,192.8,49,233.7,4,184.7,141,4.4,9,7,32.78,19.86,8.31,1.19,0
TX,61,408,no,no,46,157.0,3,85.9,152,226.2,130,6.4,6,8,26.69,7.3,10.18,1.73,0
OH,207,408,no,yes,46,269.6,101,249.9,33,255.5,37,13.1,10,8,45.83,21.24,11.5,3.54,0
TX,48,510,no,no,35,236.6,42,182.7,139,179.2,86,10.2,3,8,40.22,15.53,8.06,2.75,0
KY,153,408,no,no,22,189.1,104,219.7,27,203.7,20,4.9,3,3,32.15,18.67,9.17,1.32,0
KY,164,510,no,yes,35,192.8,3,179.6,97,158.8,23,10.2,4,3,32.78,15.27,7.15,2.75,0
FL,136,408,no,no,39,181.5,140,197.4,5,246.8,95,5.8,8,1,30.86,16.78,11.11,1.57,0
TX,201,510,no,yes,38,188.8,152,265.8,18,227.1,44,8.5,0,7,32.1,22.59,10.22,2.3,0
TX,58,415,yes,no,25,174.5,66,216.8,11,131.4,171,10.7,15,1,29.67,18.43,5.91,2.89,0
KY,101,510,yes,yes,24,127.4,54,263.2,24,218.2,46,10.7,4,2,21.66,22.37,9.82,2.89,1
OH,112,510,no,yes,16,180.5,95,197.5,12,189.4,146,12.7,4,8,30.68,16.79,8.52,3.43,0
CA,173,408,no,yes,14,274.9,64,192.3,75,206.9,161,11.3,6,1,46.73,16.35,9.31,3.05,1
CA,62,408,no,yes,36,135.9,74,200.6,2,162.2,130,11.4,7,0,23.1,17.05,7.3,3.08,0
TX,39,408,yes,yes,44,165.4,129,136.5,23,271.1,38,9.0,18,4,28.12,11.6,12.2,2.43,1
CA,224,408,no,no,3,131.8,119,65.4,7,164.6,91,7.7,0,6,22.41,5.56,7.41,2.08,1
KY,58,408,no,no,21,242.5,85,161.0,111,314.8,74,10.1,17,3,41.22,13.68,14.17,2.73,0
KY,209,408,no,no,16,224.8,61,251.4,119,208.1,137,12.8,10,3,38.22,21.37,9.36,3.46,0
TX,99,415,no,no,21,111.0,111,271.0,122,184.1,167,12.2,15,2,18.87,23.04,8.28,3.29,0
TX,229,510,no,no,16,71.0,158,99.9,89,224.2,1,9.5,10,5,12.07,8.49,10.09,2.57,1
FL,211,510,yes,no,13,226.7,162,264.3,44,216.7,44,9.8,8,7,38.54,22.47,9.75,2.65,1
TX,192,510,no,no,13,107.7,125,170.4,0,306.9,154,7.6,6,1,18.31,14.48,13.81,2.05,0
OH,44,415,no,no,16,224.7,76,128.7,2,225.1,52,13.1,14,5,38.2,10.94,10.13,3.54,1
CA,29,510,no,no,7,145.5,121,253.0,64,99.9,136,14.4,10,7,24.74,21.51,4.5,3.89,0
TX,59,415,no,no,33,217.5,156,174.7,14,165.7,102,11.2,18,0,36.98,14.85,7.46,3.02,0
IN,71,415,no,no,25,204.0,7,330.8,49,243.8,128,5.6,6,3,34.68,28.12,10.97,1.51,1
FL,92,415,yes,no,44,151.0,53,166.3,147,190.6,160,11.8,15,0,25.67,14.14,8.58,3.19,0
IN,9,510,no,no,29,132.5,134,186.2,130,172.9,37,14.5,2,3,22.52,15.83,7.78,3.92,1
KY,127,415,no,no,21,211.1,82,151.2,142,163.8,56,7.0,15,8,35.89,12.85,7.37,1.89,0
CA,220,510,no,no,15,142.6,102,207.5,123,150.3,160,12.3,7,5,24.24,17.64,6.76,3.32,0
TX,134,510,no,no,29,239.9,150,239.9,36,213.7,2,9.5,9,5,40.78,20.39,9.62,2.57,1
IN,157,408,no,no,15,135.1,99,113.5,148,164.1,31,13.4,8,4,22.97,9.65,7.38,3.62,0
CA,186,408,no,no,37,198.9,31,232.8,105,272.6,148,6.9,2,2,33.81,19.79,12.27,1.86,0
KY,145,415,no,yes,23,158.9,61,179.6,102,155.2,67,8.8,6,1,27.01,15.27,6.98,2.38,0
OH,144,415,yes,yes,35,180.3,29,157.0,150,129.7,144,5.8,7,8,30.65,13.34,5.84,1.57,1
FL,215,510,no,no,34,142.2,105,129.9,120,199.0,169,10.9,2,8,24.17,11.04,8.96,2.94,1
CA,223,415,no,no,5,170.4,38,248.9,98,90.1,67,11.5,15,6,28.97,21.16,4.05,3.11,0
CA,131,415,no,yes,3,41.7,132,214.3,145,70.1,83,10.9,13,1,7.09,18.22,3.15,2.94,0
OH,21,510,no,no,17,136.1,21,170.9,16,233.7,11,8.6,6,3,23.14,14.53,10.52,2.32,1
CA,64,415,no,no,5,148.3,155,239.0,158,203.0,44,8.8,3,7,25.21,20.32,9.14,2.38,0
KY,90,415,no,no,25,176.1,149,226.5,47,87.3,163,9.1,5,5,29.94,19.25,3.93,2.46,0
KY,36,510,no,yes,36,249.8,127,243.4,25,204.9,79,12.4,6,4,42.47,20.69,9.22,3.35,0
OH,234,510,no,yes,26,142.3,28,282.0,21,184.2,134,6.1,11,1,24.19,23.97,8.29,1.65,0
FL,229,408,no,no,40,256.4,41,210.9,124,117.7,160,9.1,6,0,43.59,17.93,5.3,2.46,0
TX,214,510,no,no,10,133.5,59,296.6,163,239.5,47,6.0,0,0,22.7,25.21,10.78,1.62,1
IN,62,408,no,no,37,120.2,118,271.4,63,282.0,32,8.9,17,0,20.43,23.07,12.69,2.4,0
TX,170,415,yes,no,15,78.3,76,239.2,162,303.9,83,10.0,10,5,13.31,20.33,13.68,2.7,0
CA,76,510,no,no,18,212.8,95,115.4,81,217.7,100,15.7,10,3,36.18,9.81,9.8,4.24,0
IN,170,510,no,no,42,184.6,85,205.5,154,201.2,154,8.2,16,8,31.38,17.47,9.05,2.21,1
